,State,City,Walk Score,Transit Score,Bike Score,Population
0,AK,Anchorage,28,21,52,"291,826"
1,AK,Fairbanks,33,24,57,"31,535"
2,AK,Juneau,22,18,35,"31,275"
3,AK,Badger,2,--,35,"19,482"
4,AL,Birmingham (the largest city in Alabama),35,25,31,"212,237"
5,AL,Montgomery,26,16,38,"205,764"
6,AL,Mobile,32,--,39,"195,111"
7,AL,Huntsville,24,13,40,"180,105"
8,AL,Tuscaloosa,33,--,37,"90,468"
9,AL,Hoover,17,--,12,"81,619"
10,AL,Dothan,23,--,35,"65,496"
11,AL,Decatur,25,--,40,"55,683"
12,AL,Auburn,27,--,38,"53,380"
13,AL,Madison,17,--,34,"42,938"
14,AL,Florence,32,--,36,"39,319"
15,AL,Gadsden,25,--,33,"36,856"
16,AL,Vestavia Hills,22,--,15,"34,033"
17,AL,Prattville,17,--,28,"33,960"
18,AL,Phenix City,23,--,24,"32,822"
19,AL,Alabaster,9,--,20,"30,352"
20,AL,Bessemer,26,--,31,"27,456"
21,AL,Enterprise,19,--,28,"26,562"
22,AL,Opelika,17,--,29,"26,477"
23,AL,Homewood,41,22,27,"25,167"
24,AL,Northport,26,--,30,"23,330"
25,AL,Anniston,23,--,26,"23,106"
26,AL,Prichard,25,--,39,"22,659"
27,AL,Athens,21,--,37,"21,897"
28,AL,Daphne,16,--,32,"21,570"
29,AL,Pelham,13,--,16,"21,352"
30,AL,Oxford,10,--,23,"21,348"
31,AL,Albertville,21,--,34,"21,160"
32,AL,Selma,33,--,48,"20,756"
33,AL,Mountain Brook,22,--,16,"20,413"
34,AL,Trussville,10,--,12,"19,933"
35,AL,Troy,21,--,24,"18,033"
36,AL,Tillmans Corner,13,--,31,"17,398"
37,AL,Center Point,24,--,19,"16,921"
38,AL,Helena,12,--,18,"16,793"
39,AR,Little Rock (the largest city in Arkansas),32,19,32,"193,524"
40,AR,Fort Smith,35,--,38,"86,209"
41,AR,Fayetteville,32,--,50,"73,580"
42,AR,Springdale,26,--,39,"69,797"
43,AR,Jonesboro,21,--,34,"67,263"
44,AR,North Little Rock,30,19,34,"62,304"
45,AR,Conway,25,--,37,"58,908"
46,AR,Rogers,20,--,43,"55,964"
47,AR,Pine Bluff,28,--,39,"49,083"
48,AR,Bentonville,25,--,41,"35,301"
49,AR,Hot Springs,31,--,27,"35,193"
50,AR,Benton,18,--,27,"30,681"
51,AR,Texarkana,25,--,40,"29,919"
52,AR,Sherwood,20,7,29,"29,523"
53,AR,Jacksonville,23,3,37,"28,364"
54,AR,Russellville,27,--,38,"27,920"
55,AR,Bella Vista,3,--,9,"26,461"
56,AR,West Memphis,33,--,43,"26,245"
57,AR,Paragould,22,--,35,"26,113"
58,AR,Cabot,17,--,31,"23,776"
59,AR,Searcy,39,--,45,"22,858"
60,AR,Van Buren,23,--,27,"22,791"
61,AR,El Dorado,31,--,38,"18,884"
62,AR,Maumelle,15,--,44,"17,163"
63,AR,Bryant,16,--,31,"16,688"
64,AZ,Phoenix (the largest city in Arizona),41,36,56,"1,445,632"
65,AZ,Tucson,42,35,67,"520,116"
66,AZ,Mesa,37,27,61,"439,041"
67,AZ,Chandler,35,24,57,"236,123"
68,AZ,Glendale,40,34,59,"226,721"
69,AZ,Scottsdale,31,26,56,"217,385"
70,AZ,Gilbert,28,15,54,"208,453"
71,AZ,Tempe,53,47,74,"161,719"
72,AZ,Peoria,29,14,47,"154,065"
73,AZ,Surprise,21,--,47,"117,517"
74,AZ,Yuma,31,19,55,"93,064"
75,AZ,San Tan Valley,13,--,35,"81,321"
76,AZ,Avondale,28,--,52,"76,238"
77,AZ,Casas Adobes,24,--,46,"66,795"
78,AZ,Flagstaff,38,35,65,"65,870"
79,AZ,Goodyear,18,--,42,"65,275"
80,AZ,Lake Havasu City,15,--,29,"52,527"
81,AZ,Buckeye,13,--,33,"50,876"
82,AZ,Catalina Foothills,13,--,30,"50,796"
83,AZ,Casa Grande,26,--,45,"48,571"
84,AZ,Sierra Vista,25,--,53,"43,888"
85,AZ,Maricopa,14,--,39,"43,482"
86,AZ,Oro Valley,12,--,41,"41,011"
87,AZ,Prescott,25,--,27,"39,843"
88,AZ,Bullhead City,23,--,32,"39,540"
89,AZ,Prescott Valley,17,--,36,"38,822"
90,AZ,Sun City,25,--,43,"37,499"
91,AZ,Apache Junction,18,--,42,"35,840"
92,AZ,Marana,12,--,38,"34,961"
93,AZ,El Mirage,27,--,43,"31,797"
94,AZ,Kingman,24,--,36,"28,068"
95,AZ,Drexel Heights,15,--,32,"27,749"
96,AZ,Queen Creek,16,--,44,"26,361"
97,AZ,Fortuna Foothills,13,--,36,"26,265"
98,AZ,Florence,19,--,39,"25,536"
99,AZ,San Luis,27,--,43,"25,505"
100,AZ,Sahuarita,9,--,31,"25,259"
101,AZ,Sun City West,11,--,40,"24,535"
102,AZ,Fountain Hills,19,--,26,"22,489"
103,AZ,Anthem,18,--,42,"21,700"
104,AZ,Green Valley,12,--,31,"21,391"
105,AZ,Nogales,34,--,27,"20,837"
106,AZ,Rio Rico,6,--,17,"18,962"
107,AZ,Douglas,41,--,49,"17,378"
108,AZ,Tanque Verde,4,--,29,"16,901"
109,AZ,Eloy,14,--,35,"16,631"
110,CA,Los Angeles (the largest city in California),68,53,59,"3,792,621"
111,CA,San Diego,51,37,43,"1,307,402"
112,CA,San Jose,49,41,62,"945,942"
113,CA,San Francisco,87,80,72,"805,235"
114,CA,Fresno,45,32,59,"494,665"
115,CA,Sacramento,45,34,68,"466,488"
116,CA,Long Beach,72,52,69,"462,257"
117,CA,Oakland,74,56,65,"390,724"
118,CA,Bakersfield,34,27,44,"347,483"
119,CA,Anaheim,55,37,52,"336,265"
120,CA,Santa Ana,66,45,61,"324,528"
121,CA,Riverside,42,33,49,"303,871"
122,CA,Stockton,43,28,57,"291,707"
123,CA,Chula Vista,43,36,41,"243,916"
124,CA,Fremont,48,36,54,"214,089"
125,CA,Irvine,43,27,69,"212,375"
126,CA,San Bernardino,43,35,44,"209,924"
127,CA,Modesto,45,30,50,"201,165"
128,CA,Oxnard,55,32,52,"197,899"
129,CA,Fontana,36,29,41,"196,069"
130,CA,Moreno Valley,32,29,37,"193,365"
131,CA,Glendale,71,45,52,"191,719"
132,CA,Huntington Beach,55,32,71,"189,992"
133,CA,Santa Clarita,35,--,33,"176,320"
134,CA,Garden Grove,61,39,58,"170,883"
135,CA,Santa Rosa,44,27,51,"167,815"
136,CA,Oceanside,36,33,33,"167,086"
137,CA,Rancho Cucamonga,40,25,46,"165,269"
138,CA,Ontario,46,26,47,"163,924"
139,CA,Lancaster,29,--,42,"156,633"
140,CA,Elk Grove,32,--,46,"153,015"
141,CA,Palmdale,24,--,35,"152,750"
142,CA,Corona,38,18,35,"152,374"
143,CA,Salinas,47,33,51,"150,441"
144,CA,Pomona,52,35,48,"149,058"
145,CA,Torrance,67,39,55,"145,438"
146,CA,Hayward,55,40,54,"144,186"
147,CA,Escondido,44,31,40,"143,911"
148,CA,Sunnyvale,59,41,76,"140,081"
149,CA,Pasadena,69,51,70,"137,122"
150,CA,Orange,51,34,55,"136,416"
151,CA,Fullerton,53,34,48,"135,161"
152,CA,Thousand Oaks,32,17,27,"126,683"
153,CA,East Los Angeles,75,56,50,"126,496"
154,CA,Visalia,35,--,49,"124,442"
155,CA,Simi Valley,36,21,47,"124,237"
156,CA,Concord,46,30,53,"122,067"
157,CA,Roseville,36,20,61,"118,788"
158,CA,Santa Clara,58,41,74,"116,468"
159,CA,Vallejo,40,31,36,"115,942"
160,CA,Victorville,19,23,34,"115,903"
161,CA,El Monte,62,46,58,"113,475"
162,CA,Berkeley,83,59,82,"112,580"
163,CA,Downey,60,--,54,"111,772"
164,CA,Costa Mesa,64,39,66,"109,960"
165,CA,Inglewood,72,49,55,"109,673"
166,CA,San Buenaventura (Ventura),46,--,57,"106,433"
167,CA,West Covina,44,--,37,"106,098"
168,CA,Norwalk,60,43,53,"105,549"
169,CA,Carlsbad,30,23,29,"105,328"
170,CA,Fairfield,32,25,42,"105,321"
171,CA,Richmond,57,43,53,"103,701"
172,CA,Murrieta,27,20,24,"103,466"
173,CA,Burbank,70,39,62,"103,340"
174,CA,Antioch,36,--,42,"102,372"
175,CA,Daly City,61,52,35,"101,123"
176,CA,Temecula,29,16,29,"100,097"
177,CA,Santa Maria,47,--,55,"99,553"
178,CA,El Cajon,57,38,47,"99,478"
179,CA,Rialto,39,30,45,"99,171"
180,CA,San Mateo,65,40,65,"97,207"
181,CA,Compton,65,--,61,"96,455"
182,CA,Clovis,36,--,51,"95,631"
183,CA,South Gate,70,--,56,"94,396"
184,CA,Vista,44,34,31,"93,834"
185,CA,Mission Viejo,35,--,37,"93,305"
186,CA,Vacaville,33,24,46,"92,428"
187,CA,Arden-Arcade,50,32,65,"92,186"
188,CA,Carson,55,--,51,"91,714"
189,CA,Hesperia,15,--,32,"90,173"
190,CA,Redding,26,18,42,"89,861"
191,CA,Santa Monica,82,62,86,"89,736"
192,CA,Westminster,63,--,58,"89,701"
193,CA,Santa Barbara,61,--,66,"88,410"
194,CA,Chico,45,--,69,"86,187"
195,CA,Whittier,63,--,52,"85,331"
196,CA,Newport Beach,47,29,53,"85,186"
197,CA,San Leandro,63,45,62,"84,950"
198,CA,Hawthorne,71,45,59,"84,293"
199,CA,San Marcos,33,--,30,"83,781"
200,CA,Citrus Heights,43,--,47,"83,301"
201,CA,Alhambra,71,--,50,"83,089"
202,CA,Tracy,42,--,47,"82,922"
203,CA,Livermore,40,--,66,"80,968"
204,CA,Buena Park,55,39,55,"80,530"
205,CA,Lakewood,56,--,62,"80,048"
206,CA,Merced,38,--,53,"78,958"
207,CA,Hemet,30,--,43,"78,657"
208,CA,Chino,43,24,48,"77,983"
209,CA,Menifee,16,--,29,"77,519"
210,CA,Lake Forest,39,--,46,"77,264"
211,CA,Napa,42,--,60,"76,915"
212,CA,Redwood City,61,--,67,"76,815"
213,CA,Bellflower,65,--,61,"76,616"
214,CA,Indio,31,--,43,"76,036"
215,CA,Tustin,51,34,59,"75,540"
216,CA,Baldwin Park,53,--,50,"75,390"
217,CA,Chino Hills,23,--,20,"74,799"
218,CA,Mountain View,65,43,90,"74,066"
219,CA,Alameda,66,41,76,"73,812"
220,CA,Upland,47,29,49,"73,732"
221,CA,Folsom,30,--,55,"72,203"
222,CA,San Ramon,24,--,37,"72,148"
223,CA,Pleasanton,40,--,58,"70,285"
224,CA,Lynwood,69,--,57,"69,772"
225,CA,Union City,47,--,53,"69,516"
226,CA,Apple Valley,12,20,31,"69,135"
227,CA,Redlands,39,--,53,"68,747"
228,CA,Turlock,41,29,46,"68,549"
229,CA,Perris,24,--,33,"68,386"
230,CA,Manteca,41,--,46,"67,096"
231,CA,Milpitas,52,39,66,"66,790"
232,CA,Redondo Beach,74,--,64,"66,748"
233,CA,Davis,44,34,90,"65,622"
234,CA,Camarillo,42,--,46,"65,201"
235,CA,Yuba City,41,--,56,"64,925"
236,CA,Rancho Cordova,41,33,60,"64,776"
237,CA,Palo Alto,60,39,91,"64,403"
238,CA,Yorba Linda,28,--,34,"64,234"
239,CA,Walnut Creek,39,26,49,"64,173"
240,CA,South San Francisco,57,--,43,"63,632"
241,CA,San Clemente,34,--,31,"63,522"
242,CA,Florence-Graham,75,59,57,"63,387"
243,CA,Pittsburg,34,--,40,"63,264"
244,CA,Laguna Niguel,32,--,32,"62,979"
245,CA,Pico Rivera,58,--,60,"62,942"
246,CA,Montebello,65,--,53,"62,500"
247,CA,Lodi,55,13,53,"62,134"
248,CA,Carmichael,44,--,56,"61,762"
249,CA,Madera,44,--,46,"61,416"
250,CA,Castro Valley,39,26,31,"61,388"
251,CA,Monterey Park,63,--,39,"60,269"
252,CA,La Habra,62,--,47,"60,239"
253,CA,Santa Cruz,62,37,84,"59,946"
254,CA,Encinitas,41,--,36,"59,518"
255,CA,Tulare,40,--,57,"59,278"
256,CA,Gardena,75,46,57,"58,829"
257,CA,National City,66,47,48,"58,582"
258,CA,Cupertino,48,35,66,"58,302"
259,CA,Huntington Park,82,53,60,"58,114"
260,CA,Petaluma,47,30,56,"57,941"
261,CA,San Rafael,51,37,46,"57,713"
262,CA,South Whittier,53,--,48,"57,156"
263,CA,La Mesa,59,42,36,"57,065"
264,CA,Rocklin,32,--,51,"56,974"
265,CA,Arcadia,54,--,47,"56,364"
266,CA,Diamond Bar,29,--,18,"55,544"
267,CA,Woodland,48,28,67,"55,468"
268,CA,Fountain Valley,55,34,66,"55,313"
269,CA,Porterville,40,--,47,"54,165"
270,CA,Paramount,63,--,57,"54,098"
271,CA,Hacienda Heights,34,--,30,"54,038"
272,CA,Hanford,35,21,47,"53,967"
273,CA,Rosemead,64,40,52,"53,764"
274,CA,Eastvale,24,--,34,"53,668"
275,CA,Santee,33,--,31,"53,413"
276,CA,Highland,33,28,36,"53,104"
277,CA,Delano,34,--,40,"53,041"
278,CA,Colton,41,29,45,"52,154"
279,CA,Novato,33,30,37,"51,904"
280,CA,Lake Elsinore,21,--,24,"51,821"
281,CA,Brentwood,35,--,50,"51,481"
282,CA,Yucaipa,24,--,27,"51,367"
283,CA,Cathedral City,36,--,43,"51,200"
284,CA,Watsonville,65,32,71,"51,199"
285,CA,Placentia,50,31,47,"50,533"
286,CA,Glendora,45,31,42,"50,073"
287,CA,Cerritos,53,--,57,"49,041"
288,CA,Rowland Heights,43,--,34,"48,993"
289,CA,Gilroy,42,--,63,"48,821"
290,CA,West Sacramento,33,24,62,"48,744"
291,CA,La Mirada,47,--,52,"48,527"
292,CA,Palm Desert,27,--,40,"48,445"
293,CA,Rancho Santa Margarita,33,--,34,"47,853"
294,CA,Aliso Viejo,36,--,36,"47,823"
295,CA,Poway,29,--,31,"47,811"
296,CA,Cypress,52,32,63,"47,802"
297,CA,Covina,57,35,49,"47,796"
298,CA,Florin,42,--,46,"47,513"
299,CA,Azusa,56,41,50,"46,361"
300,CA,Dublin,37,--,56,"46,036"
301,CA,Antelope,33,--,44,"45,770"
302,CA,Ceres,39,19,45,"45,417"
303,CA,San Luis Obispo,54,30,68,"45,119"
304,CA,Palm Springs,35,29,46,"44,552"
305,CA,San Jacinto,28,--,42,"44,199"
306,CA,Lincoln,22,--,49,"42,819"
307,CA,Altadena,50,--,44,"42,777"
308,CA,North Highlands,48,31,57,"42,694"
309,CA,El Centro,49,--,49,"42,598"
310,CA,Newark,54,31,48,"42,573"
311,CA,Lompoc,51,--,65,"42,434"
312,CA,El Dorado Hills,12,--,18,"42,108"
313,CA,Bell Gardens,70,--,62,"42,072"
314,CA,Danville,23,--,35,"42,039"
315,CA,Rancho Palos Verdes,28,--,21,"41,643"
316,CA,San Bruno,52,--,36,"41,114"
317,CA,Rohnert Park,42,--,56,"40,971"
318,CA,Coachella,38,--,43,"40,704"
319,CA,La Puente,57,--,47,"39,816"
320,CA,San Gabriel,73,37,51,"39,718"
321,CA,Campbell,54,39,71,"39,349"
322,CA,Brea,49,--,47,"39,282"
323,CA,Culver City,75,51,71,"38,883"
324,CA,Calexico,53,--,49,"38,572"
325,CA,Stanton,61,39,57,"38,186"
326,CA,Morgan Hill,30,23,50,"37,882"
327,CA,La Quinta,22,--,34,"37,467"
328,CA,Pacifica,40,--,26,"37,234"
329,CA,Beaumont,22,--,31,"36,877"
330,CA,Montclair,55,36,54,"36,664"
331,CA,Monrovia,61,33,47,"36,590"
332,CA,Willowbrook,57,--,53,"35,983"
333,CA,Los Banos,32,--,40,"35,972"
334,CA,Martinez,38,--,39,"35,824"
335,CA,Temple City,56,40,56,"35,558"
336,CA,Bell,77,--,61,"35,477"
337,CA,Oakley,25,--,50,"35,432"
338,CA,Manhattan Beach,72,--,52,"35,135"
339,CA,Hollister,42,20,49,"34,928"
340,CA,Claremont,46,--,50,"34,926"
341,CA,San Juan Capistrano,34,--,46,"34,593"
342,CA,Moorpark,30,--,32,"34,421"
343,CA,West Hollywood,91,61,57,"34,399"
344,CA,Rubidoux,30,--,32,"34,280"
345,CA,La Presa,41,32,33,"34,169"
346,CA,Beverly Hills,75,60,53,"34,109"
347,CA,Orangevale,32,--,41,"33,960"
348,CA,San Dimas,35,--,33,"33,371"
349,CA,Dana Point,52,27,43,"33,351"
350,CA,Pleasant Hill,51,29,60,"33,152"
351,CA,Foothill Farms,41,--,56,"33,121"
352,CA,Seaside,51,--,48,"33,025"
353,CA,Lawndale,81,--,59,"32,769"
354,CA,Oildale,44,33,48,"32,684"
355,CA,Wildomar,10,--,22,"32,176"
356,CA,Menlo Park,57,--,79,"32,026"
357,CA,Westmont,60,56,56,"31,853"
358,CA,Adelanto,12,--,31,"31,765"
359,CA,La Verne,40,--,39,"31,063"
360,CA,Fair Oaks,37,23,40,"30,912"
361,CA,Foster City,44,--,65,"30,567"
362,CA,Fallbrook,38,--,26,"30,534"
363,CA,Laguna Hills,40,28,41,"30,344"
364,CA,Saratoga,28,--,45,"29,926"
365,CA,Goleta,42,--,71,"29,888"
366,CA,El Paso de Robles (Paso Robles),40,--,31,"29,793"
367,CA,Banning,29,--,32,"29,603"
368,CA,Los Gatos,43,--,51,"29,413"
369,CA,Santa Paula,55,--,47,"29,321"
370,CA,Walnut,30,36,29,"29,172"
371,CA,San Pablo,70,44,51,"29,139"
372,CA,Los Altos,45,30,72,"28,976"
373,CA,Orcutt,23,--,40,"28,905"
374,CA,Burlingame,65,--,65,"28,806"
375,CA,San Carlos,45,--,41,"28,406"
376,CA,Atascadero,26,--,29,"28,310"
377,CA,Spring Valley,33,28,25,"28,205"
378,CA,Atwater,39,--,43,"28,168"
379,CA,East Palo Alto,58,--,70,"28,155"
380,CA,Suisun City,33,--,51,"28,111"
381,CA,Monterey,54,39,47,"27,810"
382,CA,Ridgecrest,33,--,50,"27,616"
383,CA,Maywood,78,43,63,"27,395"
384,CA,Eureka,64,--,70,"27,191"
385,CA,Norco,22,--,29,"27,063"
386,CA,Benicia,29,--,24,"26,997"
387,CA,Windsor,37,--,48,"26,801"
388,CA,Imperial Beach,67,37,62,"26,324"
389,CA,Paradise,20,--,28,"26,218"
390,CA,Desert Hot Springs,34,29,33,"25,938"
391,CA,Belmont,46,11,37,"25,835"
392,CA,Soledad,27,--,40,"25,738"
393,CA,South Pasadena,67,46,50,"25,619"
394,CA,Wasco,35,--,40,"25,545"
395,CA,West Whittier-Los Nietos,60,--,58,"25,540"
396,CA,Lemon Grove,49,39,35,"25,320"
397,CA,Twentynine Palms,18,--,31,"25,048"
398,CA,Brawley,45,--,49,"24,953"
399,CA,North Tustin,23,--,34,"24,917"
400,CA,Vineyard,14,--,33,"24,836"
401,CA,Corcoran,23,--,38,"24,813"
402,CA,Lemoore,40,--,46,"24,531"
403,CA,Sanger,49,--,48,"24,270"
404,CA,Reedley,50,--,54,"24,194"
405,CA,Seal Beach,41,33,60,"24,168"
406,CA,Hercules,25,--,26,"24,060"
407,CA,Lafayette,25,16,28,"23,893"
408,CA,Bloomington,31,--,37,"23,851"
409,CA,Cudahy,60,45,62,"23,805"
410,CA,Galt,31,--,39,"23,647"
411,CA,San Fernando,78,48,58,"23,645"
412,CA,El Cerrito,64,51,60,"23,549"
413,CA,San Lorenzo,56,34,56,"23,452"
414,CA,Loma Linda,36,31,42,"23,261"
415,CA,Selma,46,--,44,"23,219"
416,CA,Isla Vista,59,--,91,"23,096"
417,CA,French Valley,8,--,25,"23,067"
418,CA,Calabasas,22,--,15,"23,058"
419,CA,Ladera Ranch,27,--,26,"22,980"
420,CA,Valinda,49,--,48,"22,822"
421,CA,Lennox,74,53,58,"22,753"
422,CA,Laguna Beach,43,26,24,"22,723"
423,CA,Rosemont,40,32,57,"22,681"
424,CA,Riverbank,36,--,44,"22,678"
425,CA,Barstow,39,29,37,"22,639"
426,CA,West Puente Valley,53,--,51,"22,636"
427,CA,Temescal Valley,9,--,12,"22,535"
428,CA,Mira Loma,28,--,35,"21,930"
429,CA,Ashland,63,52,52,"21,925"
430,CA,Port Hueneme,58,26,60,"21,723"
431,CA,West Carson,57,--,53,"21,699"
432,CA,Millbrae,52,--,41,"21,532"
433,CA,Dinuba,54,--,50,"21,453"
434,CA,South Lake Tahoe,40,--,65,"21,403"
435,CA,Bay Point,35,--,49,"21,349"
436,CA,Duarte,45,--,48,"21,321"
437,CA,Rancho San Diego,22,--,18,"21,208"
438,CA,Blythe,22,--,37,"20,817"
439,CA,Yucca Valley,19,--,30,"20,700"
440,CA,Oakdale,50,16,53,"20,675"
441,CA,Lakeside,24,--,29,"20,648"
442,CA,Winter Gardens,30,--,19,"20,631"
443,CA,South San Jose Hills,37,39,40,"20,551"
444,CA,Patterson,41,--,41,"20,413"
445,CA,Granite Bay,12,--,32,"20,402"
446,CA,Agoura Hills,34,--,26,"20,330"
447,CA,Ramona,31,--,34,"20,292"
448,CA,Lomita,73,38,59,"20,256"
449,CA,La Cañada Flintridge,33,--,25,"20,246"
450,CA,Glen Avon,26,--,33,"20,199"
451,CA,South El Monte,62,--,56,"20,116"
452,CA,Marina,44,--,57,"19,718"
453,CA,La Crescenta-Montrose,53,--,29,"19,653"
454,CA,Hermosa Beach,87,--,70,"19,506"
455,CA,American Canyon,30,--,49,"19,454"
456,CA,Arvin,35,--,39,"19,304"
457,CA,Castaic,23,--,16,"19,015"
458,CA,Coronado,51,33,72,"18,912"
459,CA,Casa de Oro-Mount Helix,26,--,19,"18,762"
460,CA,Chowchilla,23,--,42,"18,720"
461,CA,Albany,82,55,90,"18,539"
462,CA,Mead Valley,6,--,27,"18,510"
463,CA,Pinole,41,--,30,"18,390"
464,CA,Dixon,43,--,44,"18,351"
465,CA,Cameron Park,19,--,22,"18,228"
466,CA,Rosamond,18,--,33,"18,150"
467,CA,Lathrop,27,--,41,"18,023"
468,CA,Susanville,25,--,33,"17,947"
469,CA,Linda,24,--,48,"17,773"
470,CA,Orinda,9,--,18,"17,643"
471,CA,Prunedale,5,--,11,"17,560"
472,CA,Stevenson Ranch,19,--,20,"17,557"
473,CA,East Hemet,21,--,38,"17,418"
474,CA,Arroyo Grande,41,--,41,"17,252"
475,CA,Arcata,47,--,64,"17,231"
476,CA,Rancho Mirage,16,--,34,"17,218"
477,CA,Live Oak,53,29,80,"17,158"
478,CA,Shafter,43,--,46,"16,988"
479,CA,Nipomo,24,--,31,"16,714"
480,CA,El Segundo,65,--,49,"16,654"
481,CA,Artesia,78,38,60,"16,522"
482,CO,Denver (the largest city in Colorado),61,47,73,"600,158"
483,CO,Colorado Springs,35,19,45,"416,427"
484,CO,Aurora,43,38,55,"325,078"
485,CO,Fort Collins,37,29,78,"143,986"
486,CO,Lakewood,42,38,58,"142,980"
487,CO,Thornton,31,24,50,"118,772"
488,CO,Pueblo,35,--,50,"106,595"
489,CO,Arvada,34,29,52,"106,433"
490,CO,Westminster,35,33,53,"106,114"
491,CO,Centennial,36,25,47,"100,377"
492,CO,Boulder,57,49,86,"97,385"
493,CO,Highlands Ranch,27,--,50,"96,713"
494,CO,Greeley,36,--,49,"92,889"
495,CO,Longmont,39,29,59,"86,270"
496,CO,Loveland,26,--,48,"66,859"
497,CO,Grand Junction,33,--,57,"58,566"
498,CO,Broomfield,32,18,59,"55,889"
499,CO,Castle Rock,12,--,40,"48,231"
500,CO,Commerce City,30,24,45,"45,913"
501,CO,Parker,22,--,46,"45,297"
502,CO,Littleton,39,35,46,"41,737"
503,CO,Northglenn,46,32,57,"35,789"
504,CO,Brighton,36,20,50,"33,352"
505,CO,Security-Widefield,19,--,34,"32,882"
506,CO,Ken Caryl,36,18,54,"32,438"
507,CO,Dakota Ridge,24,21,44,"32,005"
508,CO,Englewood,62,44,62,"30,255"
509,CO,Wheat Ridge,44,37,62,"30,166"
510,CO,Pueblo West,7,--,36,"29,637"
511,CO,Fountain,18,--,30,"25,846"
512,CO,Lafayette,41,36,52,"24,453"
513,CO,Columbine,29,13,49,"24,280"
514,CO,Clifton,14,19,38,"19,889"
515,CO,Montrose,29,--,43,"19,132"
516,CO,Golden,41,--,56,"18,867"
517,CO,Windsor,24,--,40,"18,644"
518,CO,Evans,29,--,39,"18,537"
519,CO,Louisville,40,32,70,"18,376"
520,CO,Sherrelwood,40,33,39,"18,287"
521,CO,Erie,11,--,44,"18,135"
522,CO,Durango,38,--,51,"16,887"
523,CT,Bridgeport (the largest city in Connecticut),67,40,52,"144,229"
524,CT,New Haven,68,48,68,"129,779"
525,CT,Hartford,71,54,57,"124,775"
526,CT,Stamford,54,46,46,"122,643"
527,CT,Waterbury,48,34,29,"110,366"
528,CT,Norwalk,48,36,42,"85,603"
529,CT,Danbury,39,--,28,"80,893"
530,CT,New Britain,48,38,47,"73,206"
531,CT,West Hartford,42,--,44,"63,268"
532,CT,Meriden,40,23,33,"60,868"
533,CT,Bristol,33,--,30,"60,477"
534,CT,West Haven,48,--,41,"55,564"
535,CT,Stratford,40,--,41,"51,384"
536,CT,Milford,31,--,37,"51,271"
537,CT,East Hartford,32,--,42,"51,252"
538,CT,Middletown,30,--,28,"47,648"
539,CT,Norwich,34,--,25,"40,493"
540,CT,Shelton,18,1,19,"39,559"
541,CT,Torrington,35,--,29,"36,383"
542,CT,Trumbull,15,--,24,"36,018"
543,CT,Naugatuck,30,--,21,"31,862"
544,CT,Manchester,54,34,44,"30,577"
545,CT,Newington,28,--,33,"30,562"
546,CT,East Haven,33,--,33,"29,257"
547,CT,New London,53,--,43,"27,620"
548,CT,Wethersfield,31,--,39,"26,668"
549,CT,Westport,21,--,30,"26,391"
550,CT,North Haven,18,--,29,"24,093"
551,CT,Darien,28,37,34,"20,732"
552,CT,Ansonia,39,--,27,"19,249"
553,CT,Wallingford Center,45,--,38,"18,209"
554,CT,Willimantic,53,--,46,"17,737"
555,DC,Washington D.C.,76,71,69,"601,723"
556,DE,Wilmington,75,50,53,"70,851"
557,DE,Dover,34,29,48,"36,047"
558,DE,Newark,40,27,60,"31,454"
559,DE,Bear,27,--,37,"19,371"
560,DE,Middletown,29,--,42,"18,871"
561,FL,Jacksonville (the largest city in Florida),26,23,43,"821,784"
562,FL,Miami,78,57,65,"399,457"
563,FL,Tampa,49,34,57,"335,709"
564,FL,St. Petersburg,44,35,61,"244,769"
565,FL,Orlando,41,33,60,"238,300"
566,FL,Hialeah,69,39,58,"224,669"
567,FL,Tallahassee,32,31,47,"181,376"
568,FL,Fort Lauderdale,57,39,57,"165,521"
569,FL,Port St. Lucie,13,--,37,"164,603"
570,FL,Pembroke Pines,32,24,43,"154,750"
571,FL,Cape Coral,17,--,39,"154,305"
572,FL,Hollywood,54,34,54,"140,768"
573,FL,Gainesville,36,--,68,"124,354"
574,FL,Miramar,28,24,43,"122,041"
575,FL,Coral Springs,37,29,46,"121,096"
576,FL,Clearwater,43,29,57,"107,685"
577,FL,Miami Gardens,40,42,46,"107,167"
578,FL,Brandon,23,--,42,"103,483"
579,FL,Palm Bay,13,--,39,"103,190"
580,FL,West Palm Beach,43,--,52,"99,919"
581,FL,Pompano Beach,44,34,54,"99,845"
582,FL,Spring Hill,16,--,36,"98,621"
583,FL,Lakeland,37,--,52,"97,422"
584,FL,Davie,27,16,45,"91,992"
585,FL,Miami Beach,75,51,70,"87,779"
586,FL,Lehigh Acres,7,--,32,"86,784"
587,FL,Deltona,15,--,32,"85,182"
588,FL,Plantation,29,34,44,"84,955"
589,FL,Sunrise,37,33,46,"84,439"
590,FL,Boca Raton,38,--,57,"84,392"
591,FL,Town 'n' Country,33,27,47,"78,442"
592,FL,Alafaya,17,--,43,"78,113"
593,FL,Largo,43,31,53,"77,648"
594,FL,Melbourne,34,20,47,"76,068"
595,FL,Kendall,44,35,49,"75,371"
596,FL,Palm Coast,6,--,35,"75,180"
597,FL,Deerfield Beach,39,27,51,"75,018"
598,FL,Riverview,14,--,38,"71,050"
599,FL,Boynton Beach,35,--,46,"68,217"
