,State,City,Population,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Total_Crime,Violent_Crime_rate,Property_Crime_rate,Crime_rate,Crime_Group,Crime_Rank
591,California,Rancho Cucamonga,179247,500.0,4.0,39.0,108.0,349.0,3456.0,590.0,2560.0,306.0,13.0,3969.0,0.28%,1.93%,2.21%,1,Low
592,California,Rancho Mirage,18481,45.0,0.0,1.0,7.0,37.0,628.0,120.0,459.0,49.0,0.0,673.0,0.24%,3.40%,3.64%,3,Medium
593,California,Rancho Palos Verdes,41961,29.0,2.0,3.0,2.0,22.0,313.0,102.0,199.0,12.0,1.0,343.0,0.07%,0.75%,0.82%,5,Fairly Low
594,California,Rancho Santa Margarita,48377,30.0,0.0,4.0,12.0,14.0,296.0,34.0,250.0,12.0,0.0,326.0,0.06%,0.61%,0.67%,5,Fairly Low
595,California,Red Bluff,14308,133.0,1.0,26.0,14.0,92.0,787.0,205.0,467.0,115.0,21.0,941.0,0.93%,5.50%,6.58%,2,Fairly High
596,California,Redlands,71941,257.0,1.0,40.0,70.0,146.0,2108.0,330.0,1534.0,244.0,20.0,2385.0,0.36%,2.93%,3.32%,3,Medium
597,California,Redondo Beach,67473,160.0,1.0,5.0,53.0,101.0,1370.0,260.0,992.0,118.0,1.0,1531.0,0.24%,2.03%,2.27%,1,Low
598,California,Redwood City,87427,189.0,0.0,32.0,70.0,87.0,1343.0,165.0,1014.0,164.0,13.0,1545.0,0.22%,1.54%,1.77%,1,Low
599,California,Reedley,25740,117.0,1.0,7.0,12.0,97.0,235.0,69.0,117.0,49.0,5.0,357.0,0.45%,0.91%,1.39%,5,Fairly Low
600,California,Rialto,103965,595.0,8.0,65.0,185.0,337.0,3149.0,403.0,2179.0,567.0,16.0,3760.0,0.57%,3.03%,3.62%,3,Medium
601,California,Richmond,110988,1034.0,16.0,36.0,307.0,675.0,4188.0,469.0,2480.0,1239.0,36.0,5258.0,0.93%,3.77%,4.74%,3,Medium
602,California,Ridgecrest,29101,142.0,3.0,31.0,7.0,101.0,401.0,119.0,243.0,39.0,4.0,547.0,0.49%,1.38%,1.88%,1,Low
603,California,Rio Dell,3392,11.0,1.0,1.0,1.0,8.0,61.0,21.0,36.0,4.0,1.0,73.0,0.32%,1.80%,2.15%,1,Low
604,California,Rio Vista,9502,11.0,0.0,2.0,3.0,6.0,140.0,31.0,87.0,22.0,0.0,151.0,0.12%,1.47%,1.59%,1,Low
605,California,Ripon,16103,13.0,0.0,6.0,4.0,3.0,248.0,23.0,206.0,19.0,0.0,261.0,0.08%,1.54%,1.62%,1,Low
606,California,Riverbank,25045,24.0,1.0,3.0,7.0,13.0,375.0,49.0,273.0,53.0,3.0,402.0,0.10%,1.50%,1.61%,1,Low
607,California,Riverside,333260,1686.0,17.0,139.0,476.0,1054.0,9790.0,1302.0,6997.0,1491.0,75.0,11551.0,0.51%,2.94%,3.47%,3,Medium
608,California,Rocklin,68554,67.0,0.0,22.0,13.0,32.0,983.0,168.0,738.0,77.0,6.0,1056.0,0.10%,1.43%,1.54%,1,Low
609,California,Rohnert Park,44131,267.0,0.0,28.0,28.0,211.0,786.0,93.0,615.0,78.0,8.0,1061.0,0.61%,1.78%,2.40%,1,Low
610,California,Rolling Hills,1868,1.0,0.0,0.0,0.0,1.0,8.0,6.0,2.0,0.0,0.0,9.0,0.05%,0.43%,0.48%,5,Fairly Low
611,California,Rolling Hills Estates,8151,10.0,0.0,0.0,3.0,7.0,126.0,35.0,82.0,9.0,1.0,137.0,0.12%,1.55%,1.68%,1,Low
612,California,Rosemead,54489,175.0,1.0,11.0,74.0,89.0,942.0,196.0,552.0,194.0,8.0,1125.0,0.32%,1.73%,2.06%,1,Low
613,California,Roseville,141744,259.0,4.0,32.0,96.0,127.0,3154.0,389.0,2518.0,247.0,19.0,3432.0,0.18%,2.23%,2.42%,1,Low
614,California,Ross,2470,2.0,0.0,0.0,0.0,2.0,25.0,5.0,19.0,1.0,0.0,27.0,0.08%,1.01%,1.09%,5,Fairly Low
615,California,Sacramento,513934,3223.0,34.0,127.0,1039.0,2023.0,16354.0,2993.0,10644.0,2717.0,179.0,19756.0,0.63%,3.18%,3.84%,3,Medium
616,California,Salinas,156943,782.0,8.0,66.0,241.0,467.0,3532.0,742.0,1709.0,1081.0,26.0,4340.0,0.50%,2.25%,2.77%,1,Low
617,California,San Bernardino,216715,2858.0,46.0,140.0,906.0,1766.0,9081.0,2029.0,4974.0,2078.0,75.0,12014.0,1.32%,4.19%,5.54%,3,Medium
618,California,San Bruno,43297,138.0,0.0,17.0,34.0,87.0,1139.0,116.0,948.0,75.0,5.0,1282.0,0.32%,2.63%,2.96%,1,Low
619,California,San Clemente,65018,87.0,1.0,3.0,29.0,54.0,918.0,160.0,700.0,58.0,4.0,1009.0,0.13%,1.41%,1.55%,1,Low
620,California,Sand City,407,9.0,0.0,0.0,2.0,7.0,77.0,4.0,70.0,3.0,0.0,86.0,2.21%,18.92%,21.13%,4,High
621,California,San Diego,1441737,5215.0,50.0,561.0,1346.0,3258.0,27141.0,3543.0,18426.0,5172.0,122.0,32478.0,0.36%,1.88%,2.25%,1,Low
622,California,San Dimas,34059,78.0,0.0,15.0,15.0,48.0,833.0,113.0,659.0,61.0,1.0,912.0,0.23%,2.45%,2.68%,1,Low
623,California,San Fernando,24621,80.0,1.0,4.0,25.0,50.0,243.0,52.0,112.0,79.0,2.0,325.0,0.32%,0.99%,1.32%,5,Fairly Low
624,California,San Francisco,886007,5933.0,40.0,324.0,3055.0,2514.0,48780.0,4644.0,39887.0,4249.0,275.0,54988.0,0.67%,5.51%,6.21%,2,Fairly High
625,California,San Gabriel,40422,98.0,0.0,2.0,58.0,38.0,715.0,202.0,468.0,45.0,3.0,816.0,0.24%,1.77%,2.02%,1,Low
626,California,Sanger,25443,156.0,0.0,9.0,15.0,132.0,304.0,59.0,178.0,67.0,0.0,460.0,0.61%,1.19%,1.81%,1,Low
627,California,San Jacinto,49452,108.0,2.0,1.0,68.0,37.0,1637.0,334.0,1018.0,285.0,5.0,1750.0,0.22%,3.31%,3.54%,3,Medium
628,California,San Jose,1040008,4559.0,32.0,671.0,1339.0,2517.0,25164.0,4114.0,14924.0,6126.0,135.0,29858.0,0.44%,2.42%,2.87%,1,Low
629,California,San Juan Capistrano,36209,63.0,2.0,4.0,20.0,37.0,297.0,69.0,201.0,27.0,2.0,362.0,0.17%,0.82%,1.00%,5,Fairly Low
630,California,San Leandro,90297,454.0,0.0,18.0,283.0,153.0,4105.0,375.0,2941.0,789.0,16.0,4575.0,0.50%,4.55%,5.07%,3,Medium
631,California,San Luis Obispo,47735,192.0,0.0,44.0,34.0,114.0,1738.0,277.0,1387.0,74.0,25.0,1955.0,0.40%,3.64%,4.10%,3,Medium
632,California,San Marcos,98598,193.0,0.0,17.0,46.0,130.0,955.0,163.0,649.0,143.0,3.0,1151.0,0.20%,0.97%,1.17%,5,Fairly Low
633,California,San Marino,13196,14.0,0.0,1.0,3.0,10.0,208.0,77.0,126.0,5.0,0.0,222.0,0.11%,1.58%,1.68%,1,Low
634,California,San Mateo,106020,266.0,2.0,45.0,68.0,151.0,2217.0,516.0,1523.0,178.0,9.0,2492.0,0.25%,2.09%,2.35%,1,Low
635,California,San Pablo,31336,194.0,2.0,7.0,102.0,83.0,1009.0,101.0,589.0,319.0,11.0,1214.0,0.62%,3.22%,3.87%,3,Medium
636,California,San Rafael,58819,230.0,0.0,23.0,87.0,120.0,1686.0,299.0,1173.0,214.0,13.0,1929.0,0.39%,2.87%,3.28%,3,Medium
637,California,San Ramon,76387,58.0,0.0,4.0,21.0,33.0,1099.0,179.0,869.0,51.0,3.0,1160.0,0.08%,1.44%,1.52%,1,Low
638,California,Santa Ana,333664,1453.0,13.0,207.0,472.0,761.0,6808.0,854.0,4611.0,1343.0,49.0,8310.0,0.44%,2.04%,2.49%,1,Low
639,California,Santa Barbara,91717,400.0,2.0,72.0,82.0,244.0,2118.0,254.0,1686.0,178.0,15.0,2533.0,0.44%,2.31%,2.76%,1,Low
640,California,Santa Clara,131173,214.0,0.0,35.0,73.0,106.0,4748.0,363.0,4013.0,372.0,18.0,4980.0,0.16%,3.62%,3.80%,3,Medium
641,California,Santa Clarita,218103,277.0,2.0,49.0,89.0,137.0,2059.0,392.0,1448.0,219.0,17.0,2353.0,0.13%,0.94%,1.08%,5,Fairly Low
642,California,Santa Cruz,65263,389.0,0.0,29.0,88.0,272.0,2932.0,348.0,2363.0,221.0,34.0,3355.0,0.60%,4.49%,5.14%,3,Medium
643,California,Santa Fe Springs,18041,105.0,2.0,10.0,42.0,51.0,1035.0,205.0,654.0,176.0,6.0,1146.0,0.58%,5.74%,6.35%,2,Fairly High
644,California,Santa Monica,91621,664.0,3.0,40.0,247.0,374.0,3964.0,577.0,3143.0,244.0,19.0,4647.0,0.72%,4.33%,5.07%,3,Medium
645,California,Santa Paula,30098,91.0,2.0,6.0,21.0,62.0,404.0,103.0,272.0,29.0,3.0,498.0,0.30%,1.34%,1.65%,1,Low
646,California,Santa Rosa,177884,857.0,3.0,146.0,126.0,582.0,2874.0,486.0,2077.0,311.0,28.0,3759.0,0.48%,1.62%,2.11%,1,Low
647,California,Santee,58701,98.0,0.0,8.0,29.0,61.0,806.0,74.0,659.0,73.0,7.0,911.0,0.17%,1.37%,1.55%,1,Low
648,California,Saratoga,30666,16.0,0.0,4.0,2.0,10.0,240.0,104.0,122.0,14.0,5.0,261.0,0.05%,0.78%,0.85%,5,Fairly Low
649,California,Sausalito,7118,7.0,0.0,0.0,1.0,6.0,258.0,21.0,224.0,13.0,0.0,265.0,0.10%,3.62%,3.72%,3,Medium
650,California,Scotts Valley,11875,13.0,0.0,2.0,1.0,10.0,141.0,31.0,102.0,8.0,2.0,156.0,0.11%,1.19%,1.31%,5,Fairly Low
651,California,Seal Beach,24120,19.0,0.0,1.0,10.0,8.0,551.0,62.0,458.0,31.0,0.0,570.0,0.08%,2.28%,2.36%,1,Low
652,California,Seaside,34036,78.0,3.0,11.0,12.0,52.0,439.0,44.0,329.0,66.0,5.0,522.0,0.23%,1.29%,1.53%,1,Low
653,California,Sebastopol,7815,21.0,0.0,3.0,7.0,11.0,177.0,51.0,110.0,16.0,2.0,200.0,0.27%,2.26%,2.56%,1,Low
654,California,Selma,24983,85.0,3.0,6.0,25.0,51.0,605.0,204.0,280.0,121.0,0.0,690.0,0.34%,2.42%,2.76%,1,Low
655,California,Shafter,20456,53.0,0.0,3.0,9.0,41.0,513.0,127.0,298.0,88.0,8.0,574.0,0.26%,2.51%,2.81%,1,Low
656,California,Sierra Madre,10917,15.0,0.0,1.0,0.0,14.0,79.0,29.0,46.0,4.0,0.0,94.0,0.14%,0.72%,0.86%,5,Fairly Low
657,California,Signal Hill,11624,95.0,0.0,1.0,27.0,67.0,678.0,110.0,491.0,77.0,3.0,776.0,0.82%,5.83%,6.68%,2,Fairly High
658,California,Simi Valley,126025,146.0,1.0,15.0,35.0,95.0,1188.0,208.0,889.0,91.0,7.0,1341.0,0.12%,0.94%,1.06%,5,Fairly Low
659,California,Solana Beach,13440,13.0,0.0,3.0,4.0,6.0,173.0,39.0,115.0,19.0,0.0,186.0,0.10%,1.29%,1.38%,1,Low
660,California,Soledad,26015,53.0,0.0,4.0,14.0,35.0,136.0,24.0,83.0,29.0,5.0,194.0,0.20%,0.52%,0.75%,5,Fairly Low
661,California,Solvang,5962,10.0,0.0,0.0,2.0,8.0,68.0,18.0,46.0,4.0,0.0,78.0,0.17%,1.14%,1.31%,5,Fairly Low
662,California,Sonoma,11323,38.0,0.0,6.0,1.0,31.0,122.0,21.0,95.0,6.0,1.0,161.0,0.34%,1.08%,1.42%,5,Fairly Low
663,California,Sonora,4867,26.0,0.0,6.0,6.0,14.0,269.0,69.0,180.0,20.0,4.0,299.0,0.53%,5.53%,6.14%,2,Fairly High
664,California,South El Monte,20852,102.0,1.0,11.0,32.0,58.0,500.0,132.0,254.0,114.0,3.0,605.0,0.49%,2.40%,2.90%,1,Low
665,California,South Gate,94445,622.0,4.0,21.0,179.0,418.0,2754.0,351.0,1663.0,740.0,26.0,3402.0,0.66%,2.92%,3.60%,3,Medium
666,California,South Lake Tahoe,22116,111.0,2.0,10.0,20.0,79.0,449.0,79.0,335.0,35.0,0.0,560.0,0.50%,2.03%,2.53%,1,Low
667,California,South Pasadena,25612,29.0,0.0,2.0,11.0,16.0,566.0,94.0,434.0,38.0,0.0,595.0,0.11%,2.21%,2.32%,1,Low
668,California,South San Francisco,68251,166.0,2.0,19.0,64.0,81.0,1484.0,230.0,1074.0,180.0,7.0,1657.0,0.24%,2.17%,2.43%,1,Low
669,California,Stallion Springs,2648,7.0,1.0,1.0,0.0,5.0,19.0,5.0,13.0,1.0,0.0,26.0,0.26%,0.72%,0.98%,5,Fairly Low
670,California,Stanton,38276,95.0,3.0,10.0,31.0,51.0,526.0,83.0,344.0,99.0,7.0,628.0,0.25%,1.37%,1.64%,1,Low
671,California,St. Helena,6195,12.0,0.0,1.0,1.0,10.0,67.0,21.0,43.0,3.0,0.0,79.0,0.19%,1.08%,1.28%,5,Fairly Low
672,California,Stockton,313604,4380.0,34.0,181.0,1158.0,3007.0,12367.0,2209.0,8480.0,1678.0,128.0,16875.0,1.40%,3.94%,5.38%,3,Medium
673,California,Suisun City,29922,114.0,0.0,11.0,35.0,68.0,664.0,69.0,479.0,116.0,11.0,789.0,0.38%,2.22%,2.64%,1,Low
674,California,Sunnyvale,154859,259.0,0.0,37.0,84.0,138.0,3380.0,458.0,2598.0,324.0,32.0,3671.0,0.17%,2.18%,2.37%,1,Low
675,California,Susanville,14878,196.0,0.0,7.0,10.0,179.0,207.0,45.0,157.0,5.0,0.0,403.0,1.32%,1.39%,2.71%,1,Low
676,California,Sutter Creek,2624,3.0,0.0,1.0,0.0,2.0,44.0,8.0,30.0,6.0,2.0,49.0,0.11%,1.68%,1.87%,1,Low
677,California,Taft,9413,67.0,0.0,6.0,4.0,57.0,244.0,70.0,149.0,25.0,0.0,311.0,0.71%,2.59%,3.30%,3,Medium
678,California,Tehachapi,12211,60.0,2.0,8.0,7.0,43.0,327.0,70.0,231.0,26.0,0.0,387.0,0.49%,2.68%,3.17%,3,Medium
679,California,Temecula,116630,166.0,1.0,8.0,72.0,85.0,2626.0,318.0,2018.0,290.0,5.0,2797.0,0.14%,2.25%,2.40%,1,Low
680,California,Temple City,36192,64.0,1.0,7.0,23.0,33.0,331.0,122.0,175.0,34.0,1.0,396.0,0.18%,0.91%,1.09%,5,Fairly Low
681,California,Thousand Oaks,127811,88.0,0.0,27.0,23.0,38.0,1392.0,244.0,1084.0,64.0,2.0,1482.0,0.07%,1.09%,1.16%,5,Fairly Low
682,California,Tiburon,9135,0.0,0.0,0.0,0.0,0.0,82.0,13.0,67.0,2.0,0.0,82.0,0.00%,0.90%,0.90%,5,Fairly Low
683,California,Torrance,145183,280.0,3.0,26.0,114.0,137.0,2853.0,399.0,2161.0,293.0,12.0,3145.0,0.19%,1.97%,2.17%,1,Low
684,California,Tracy,92895,166.0,5.0,35.0,62.0,64.0,1843.0,156.0,1411.0,276.0,14.0,2023.0,0.18%,1.98%,2.18%,1,Low
685,California,Truckee,16611,31.0,0.0,3.0,4.0,24.0,114.0,36.0,66.0,12.0,1.0,146.0,0.19%,0.69%,0.88%,5,Fairly Low
686,California,Tulare,65134,261.0,4.0,27.0,69.0,161.0,1469.0,225.0,951.0,293.0,11.0,1741.0,0.40%,2.26%,2.67%,1,Low
687,California,Tulelake,985,3.0,0.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,7.0,0.30%,0.41%,0.71%,5,Fairly Low
688,California,Turlock,74120,426.0,1.0,29.0,138.0,258.0,2323.0,402.0,1483.0,438.0,34.0,2783.0,0.57%,3.13%,3.75%,3,Medium
689,California,Tustin,80356,141.0,1.0,16.0,61.0,63.0,2118.0,241.0,1694.0,183.0,6.0,2265.0,0.18%,2.64%,2.82%,1,Low
690,California,Twentynine Palms,26588,117.0,0.0,10.0,15.0,92.0,265.0,96.0,134.0,35.0,4.0,386.0,0.44%,1.00%,1.45%,5,Fairly Low
691,California,Ukiah,16197,110.0,1.0,9.0,24.0,76.0,298.0,117.0,147.0,34.0,23.0,431.0,0.68%,1.84%,2.66%,1,Low
692,California,Union City,75202,277.0,2.0,8.0,79.0,188.0,1718.0,192.0,1300.0,226.0,9.0,2004.0,0.37%,2.28%,2.66%,1,Low
693,California,Upland,77398,298.0,3.0,20.0,107.0,168.0,1821.0,368.0,1206.0,247.0,11.0,2130.0,0.39%,2.35%,2.75%,1,Low
694,California,Vacaville,101147,331.0,3.0,47.0,80.0,201.0,2442.0,162.0,2120.0,160.0,8.0,2781.0,0.33%,2.41%,2.75%,1,Low
695,California,Vallejo,122657,1037.0,12.0,138.0,336.0,551.0,4941.0,2888.0,1148.0,905.0,52.0,6030.0,0.85%,4.03%,4.92%,3,Medium
696,California,Ventura,111596,458.0,3.0,56.0,106.0,293.0,2969.0,353.0,2362.0,254.0,7.0,3434.0,0.41%,2.66%,3.08%,3,Medium
697,California,Victorville,123089,988.0,5.0,45.0,255.0,683.0,2271.0,590.0,1061.0,620.0,21.0,3280.0,0.80%,1.85%,2.66%,1,Low
698,California,Villa Park,5840,4.0,0.0,0.0,0.0,4.0,44.0,9.0,35.0,0.0,0.0,48.0,0.07%,0.75%,0.82%,5,Fairly Low
699,California,Visalia,134961,586.0,4.0,111.0,159.0,312.0,3900.0,747.0,2627.0,526.0,20.0,4506.0,0.43%,2.89%,3.34%,3,Medium
700,California,Vista,102227,354.0,2.0,38.0,93.0,221.0,1438.0,251.0,945.0,242.0,6.0,1798.0,0.35%,1.41%,1.76%,1,Low
701,California,Walnut,30108,38.0,0.0,4.0,14.0,20.0,386.0,152.0,207.0,27.0,0.0,424.0,0.13%,1.28%,1.41%,1,Low
702,California,Walnut Creek,70546,120.0,0.0,6.0,40.0,74.0,2496.0,307.0,2034.0,155.0,4.0,2620.0,0.17%,3.54%,3.71%,3,Medium
703,California,Waterford,9021,13.0,0.0,1.0,5.0,7.0,143.0,17.0,76.0,50.0,0.0,156.0,0.14%,1.59%,1.73%,1,Low
704,California,Watsonville,54261,328.0,1.0,37.0,53.0,237.0,971.0,148.0,589.0,234.0,8.0,1307.0,0.60%,1.79%,2.41%,1,Low
705,California,Weed,2673,34.0,0.0,3.0,4.0,27.0,55.0,8.0,38.0,9.0,0.0,89.0,1.27%,2.06%,3.33%,1,Low
706,California,West Covina,106335,260.0,6.0,21.0,129.0,104.0,2369.0,354.0,1660.0,355.0,15.0,2644.0,0.24%,2.23%,2.49%,1,Low
707,California,West Hollywood,37173,294.0,0.0,24.0,139.0,131.0,1898.0,215.0,1566.0,117.0,9.0,2201.0,0.79%,5.11%,5.92%,2,Fairly High
708,California,Westlake Village,8358,13.0,0.0,5.0,6.0,2.0,189.0,44.0,140.0,5.0,0.0,202.0,0.16%,2.26%,2.42%,1,Low
709,California,Westminster,91086,259.0,0.0,19.0,122.0,118.0,2611.0,511.0,1824.0,276.0,22.0,2892.0,0.28%,2.87%,3.18%,3,Medium
710,California,West Sacramento,54372,212.0,1.0,34.0,79.0,98.0,1603.0,236.0,1158.0,209.0,26.0,1841.0,0.39%,2.95%,3.39%,3,Medium
711,California,Wheatland,3940,6.0,0.0,0.0,1.0,5.0,43.0,8.0,26.0,9.0,0.0,49.0,0.15%,1.09%,1.24%,5,Fairly Low
712,California,Whittier,86158,213.0,1.0,27.0,93.0,92.0,1901.0,318.0,1278.0,305.0,7.0,2121.0,0.25%,2.21%,2.46%,1,Low
713,California,Wildomar,37939,61.0,0.0,1.0,12.0,48.0,637.0,101.0,375.0,161.0,1.0,699.0,0.16%,1.68%,1.84%,1,Low
714,California,Williams,5348,20.0,0.0,3.0,4.0,13.0,76.0,28.0,34.0,14.0,2.0,98.0,0.37%,1.42%,1.83%,1,Low
715,California,Willits,4937,16.0,0.0,2.0,6.0,8.0,92.0,28.0,51.0,13.0,2.0,110.0,0.32%,1.86%,2.23%,1,Low
716,California,Windsor,27981,58.0,0.0,8.0,8.0,42.0,257.0,30.0,212.0,15.0,0.0,315.0,0.21%,0.92%,1.13%,5,Fairly Low
717,California,Winters,7374,11.0,0.0,0.0,1.0,10.0,115.0,19.0,81.0,15.0,3.0,129.0,0.15%,1.56%,1.75%,1,Low
718,California,Woodlake,7682,28.0,0.0,4.0,2.0,22.0,88.0,14.0,61.0,13.0,0.0,116.0,0.36%,1.15%,1.51%,1,Low
719,California,Woodland,61176,224.0,3.0,18.0,44.0,159.0,1488.0,231.0,1062.0,195.0,52.0,1764.0,0.37%,2.43%,2.88%,1,Low
720,California,Yorba Linda,68225,42.0,0.0,3.0,17.0,22.0,627.0,140.0,433.0,54.0,1.0,670.0,0.06%,0.92%,0.98%,5,Fairly Low
721,California,Yountville,2988,5.0,0.0,0.0,0.0,5.0,42.0,5.0,36.0,1.0,1.0,48.0,0.17%,1.41%,1.61%,1,Low
722,California,Yreka,7527,28.0,0.0,0.0,1.0,27.0,235.0,34.0,172.0,29.0,0.0,263.0,0.37%,3.12%,3.49%,3,Medium
723,California,Yuba City,67164,241.0,3.0,28.0,52.0,158.0,1823.0,230.0,1334.0,259.0,7.0,2071.0,0.36%,2.71%,3.08%,3,Medium
724,California,Yucaipa,53964,200.0,3.0,14.0,31.0,152.0,641.0,172.0,365.0,104.0,0.0,841.0,0.37%,1.19%,1.56%,1,Low
725,California,Yucca Valley,21858,160.0,0.0,9.0,25.0,126.0,292.0,84.0,157.0,51.0,3.0,455.0,0.73%,1.34%,2.08%,1,Low
726,Colorado,Alamosa,10086,63.0,1.0,17.0,5.0,40.0,511.0,94.0,392.0,25.0,5.0,579.0,0.62%,5.07%,5.74%,2,Fairly High
727,Colorado,Arvada,122312,266.0,1.0,42.0,58.0,165.0,3642.0,316.0,2951.0,375.0,9.0,3917.0,0.22%,2.98%,3.20%,3,Medium
728,Colorado,Aspen,7461,9.0,0.0,2.0,2.0,5.0,240.0,16.0,220.0,4.0,0.0,249.0,0.12%,3.22%,3.34%,3,Medium
729,Colorado,Aurora,380600,2799.0,28.0,438.0,638.0,1695.0,11106.0,1554.0,7258.0,2294.0,104.0,14009.0,0.74%,2.92%,3.68%,3,Medium
730,Colorado,Avon,6496,10.0,0.0,3.0,0.0,7.0,93.0,1.0,82.0,10.0,0.0,103.0,0.15%,1.43%,1.59%,1,Low
731,Colorado,Basalt,4209,1.0,0.0,0.0,0.0,1.0,10.0,0.0,10.0,0.0,0.0,11.0,0.02%,0.24%,0.26%,5,Fairly Low
732,Colorado,Bayfield,2754,1.0,0.0,1.0,0.0,0.0,41.0,15.0,26.0,0.0,0.0,42.0,0.04%,1.49%,1.53%,1,Low
733,Colorado,Boulder,108519,278.0,1.0,41.0,37.0,199.0,3284.0,405.0,2628.0,251.0,6.0,3568.0,0.26%,3.03%,3.29%,3,Medium
734,Colorado,Bow Mar,959,0.0,0.0,0.0,0.0,0.0,10.0,3.0,6.0,1.0,0.0,10.0,0.00%,1.04%,1.04%,5,Fairly Low
735,Colorado,Breckenridge,5079,16.0,1.0,4.0,1.0,10.0,189.0,7.0,176.0,6.0,0.0,205.0,0.32%,3.72%,4.04%,3,Medium
736,Colorado,Brighton,42267,138.0,0.0,36.0,5.0,97.0,1119.0,93.0,859.0,167.0,3.0,1260.0,0.33%,2.65%,2.98%,1,Low
737,Colorado,Broomfield,70798,75.0,2.0,13.0,9.0,51.0,2046.0,205.0,1710.0,131.0,3.0,2124.0,0.11%,2.89%,3.00%,3,Medium
738,Colorado,Buena Vista,2857,1.0,0.0,0.0,1.0,0.0,23.0,0.0,22.0,1.0,0.0,24.0,0.04%,0.81%,0.84%,5,Fairly Low
739,Colorado,Burlington,3072,14.0,0.0,4.0,0.0,10.0,71.0,10.0,50.0,11.0,0.0,85.0,0.46%,2.31%,2.77%,1,Low
740,Colorado,Canon City,16793,103.0,3.0,37.0,2.0,61.0,818.0,136.0,635.0,47.0,6.0,927.0,0.61%,4.87%,5.52%,2,Fairly High
741,Colorado,Carbondale,6941,9.0,0.0,2.0,0.0,7.0,77.0,4.0,69.0,4.0,0.0,86.0,0.13%,1.11%,1.24%,5,Fairly Low
742,Colorado,Castle Rock,67208,30.0,0.0,16.0,4.0,10.0,962.0,96.0,806.0,60.0,2.0,994.0,0.04%,1.43%,1.48%,1,Low
743,Colorado,Center,2312,6.0,0.0,4.0,2.0,0.0,63.0,21.0,39.0,3.0,1.0,70.0,0.26%,2.72%,3.03%,3,Medium
744,Colorado,Cherry Hills Village,6734,3.0,0.0,2.0,0.0,1.0,74.0,17.0,52.0,5.0,0.0,77.0,0.04%,1.10%,1.14%,5,Fairly Low
745,Colorado,Colorado Springs,479648,2806.0,23.0,431.0,485.0,1867.0,17587.0,2400.0,12095.0,3092.0,115.0,20508.0,0.59%,3.67%,4.28%,3,Medium
746,Colorado,Columbine Valley,1519,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,7.0,0.00%,0.46%,0.46%,5,Fairly Low
747,Colorado,Commerce City,60198,272.0,5.0,76.0,44.0,147.0,1845.0,212.0,1258.0,375.0,11.0,2128.0,0.45%,3.06%,3.54%,3,Medium
748,Colorado,Cortez,8748,43.0,0.0,10.0,4.0,29.0,282.0,26.0,246.0,10.0,3.0,328.0,0.49%,3.22%,3.75%,3,Medium
749,Colorado,Craig,8886,14.0,0.0,2.0,3.0,9.0,251.0,33.0,209.0,9.0,2.0,267.0,0.16%,2.82%,3.00%,3,Medium
750,Colorado,Crested Butte,1708,2.0,0.0,0.0,0.0,2.0,11.0,4.0,7.0,0.0,0.0,13.0,0.12%,0.64%,0.76%,5,Fairly Low
751,Colorado,Cripple Creek,1271,8.0,0.0,0.0,0.0,8.0,63.0,11.0,50.0,2.0,1.0,72.0,0.63%,4.96%,5.66%,2,Fairly High
752,Colorado,Dacono,6074,5.0,0.0,3.0,1.0,1.0,69.0,22.0,40.0,7.0,0.0,74.0,0.08%,1.14%,1.22%,5,Fairly Low
753,Colorado,Delta,8929,10.0,0.0,0.0,2.0,8.0,337.0,69.0,244.0,24.0,5.0,352.0,0.11%,3.77%,3.94%,3,Medium
754,Colorado,Denver,728941,5459.0,67.0,713.0,1205.0,3474.0,27288.0,3967.0,18027.0,5294.0,107.0,32854.0,0.75%,3.74%,4.51%,3,Medium
755,Colorado,Dillon,981,3.0,0.0,0.0,0.0,3.0,25.0,3.0,19.0,3.0,0.0,28.0,0.31%,2.55%,2.85%,1,Low
756,Colorado,Durango,19271,75.0,0.0,13.0,7.0,55.0,611.0,73.0,508.0,30.0,3.0,689.0,0.39%,3.17%,3.58%,3,Medium
757,Colorado,Eaton,5690,3.0,0.0,1.0,0.0,2.0,41.0,2.0,34.0,5.0,0.0,44.0,0.05%,0.72%,0.77%,5,Fairly Low
758,Colorado,Edgewater,5363,9.0,0.0,2.0,4.0,3.0,352.0,34.0,288.0,30.0,1.0,362.0,0.17%,6.56%,6.75%,2,Fairly High
759,Colorado,Elizabeth,1424,2.0,1.0,1.0,0.0,0.0,15.0,2.0,13.0,0.0,0.0,17.0,0.14%,1.05%,1.19%,5,Fairly Low
760,Colorado,Englewood,35273,72.0,1.0,8.0,19.0,44.0,1843.0,108.0,1432.0,303.0,13.0,1928.0,0.20%,5.22%,5.47%,2,Fairly High
761,Colorado,Erie,26523,28.0,0.0,4.0,3.0,21.0,239.0,33.0,192.0,14.0,3.0,270.0,0.11%,0.90%,1.02%,5,Fairly Low
762,Colorado,Estes Park,6406,10.0,0.0,0.0,0.0,10.0,58.0,13.0,42.0,3.0,0.0,68.0,0.16%,0.91%,1.06%,5,Fairly Low
