,State,City,Population,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Total_Crime,Violent_Crime_rate,Property_Crime_rate,Crime_rate,Crime_Group,Crime_Rank
168,Arkansas,Green Forest,2763,18.0,0.0,6.0,0.0,12.0,66.0,18.0,46.0,2.0,0.0,84.0,0.65%,2.39%,3.04%,1,Low
169,Arkansas,Greenland,1450,6.0,0.0,1.0,0.0,5.0,15.0,0.0,12.0,3.0,0.0,21.0,0.41%,1.03%,1.45%,5,Fairly Low
170,Arkansas,Greenwood,9436,23.0,0.0,1.0,0.0,22.0,36.0,11.0,25.0,0.0,1.0,60.0,0.24%,0.38%,0.64%,5,Fairly Low
171,Arkansas,Gurdon,2069,19.0,0.0,5.0,0.0,14.0,32.0,8.0,19.0,5.0,0.0,51.0,0.92%,1.55%,2.46%,1,Low
172,Arkansas,Hamburg,2636,18.0,1.0,1.0,0.0,16.0,16.0,7.0,8.0,1.0,1.0,35.0,0.68%,0.61%,1.33%,5,Fairly Low
173,Arkansas,Harrisburg,2368,18.0,0.0,8.0,0.0,10.0,37.0,5.0,28.0,4.0,0.0,55.0,0.76%,1.56%,2.32%,1,Low
174,Arkansas,Harrison,13107,50.0,0.0,9.0,2.0,39.0,350.0,50.0,272.0,28.0,3.0,403.0,0.38%,2.67%,3.07%,3,Medium
175,Arkansas,Haskell,4715,16.0,0.0,5.0,0.0,11.0,75.0,14.0,58.0,3.0,1.0,92.0,0.34%,1.59%,1.95%,1,Low
176,Arkansas,Hazen,1336,5.0,0.0,1.0,0.0,4.0,26.0,10.0,11.0,5.0,0.0,31.0,0.37%,1.95%,2.32%,1,Low
177,Arkansas,Heber Springs,6912,24.0,0.0,8.0,1.0,15.0,231.0,45.0,180.0,6.0,0.0,255.0,0.35%,3.34%,3.69%,3,Medium
178,Arkansas,Helena-West Helena,10187,187.0,11.0,17.0,17.0,142.0,578.0,167.0,364.0,47.0,11.0,776.0,1.84%,5.67%,7.62%,2,Fairly High
179,Arkansas,Highland,1100,4.0,0.0,0.0,0.0,4.0,17.0,5.0,11.0,1.0,0.0,21.0,0.36%,1.55%,1.91%,1,Low
180,Arkansas,Hope,9666,70.0,0.0,12.0,4.0,54.0,396.0,96.0,278.0,22.0,0.0,466.0,0.72%,4.10%,4.82%,3,Medium
181,Arkansas,Hot Springs,37263,241.0,10.0,38.0,42.0,151.0,2674.0,755.0,1710.0,209.0,8.0,2923.0,0.65%,7.18%,7.84%,2,Fairly High
182,Arkansas,Hoxie,2588,5.0,0.0,0.0,0.0,5.0,24.0,8.0,15.0,1.0,1.0,30.0,0.19%,0.93%,1.16%,5,Fairly Low
183,Arkansas,Jacksonville,28273,271.0,0.0,26.0,42.0,203.0,1484.0,281.0,1027.0,176.0,1.0,1756.0,0.96%,5.25%,6.21%,2,Fairly High
184,Arkansas,Jericho,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.00%,5,Fairly Low
185,Arkansas,Johnson,3781,6.0,0.0,1.0,1.0,4.0,85.0,32.0,41.0,12.0,0.0,91.0,0.16%,2.25%,2.41%,1,Low
186,Arkansas,Jonesboro,78261,537.0,13.0,74.0,58.0,392.0,2982.0,1092.0,1758.0,132.0,2.0,3521.0,0.69%,3.81%,4.50%,3,Medium
187,Arkansas,Judsonia,1981,12.0,0.0,3.0,1.0,8.0,29.0,6.0,23.0,0.0,0.0,41.0,0.61%,1.46%,2.07%,1,Low
188,Arkansas,Kensett,1618,7.0,0.0,1.0,0.0,6.0,18.0,3.0,14.0,1.0,1.0,26.0,0.43%,1.11%,1.61%,1,Low
189,Arkansas,Lake City,2598,4.0,0.0,1.0,1.0,2.0,19.0,8.0,9.0,2.0,0.0,23.0,0.15%,0.73%,0.89%,5,Fairly Low
190,Arkansas,Lakeview,715,4.0,1.0,0.0,0.0,3.0,12.0,2.0,8.0,2.0,0.0,16.0,0.56%,1.68%,2.24%,1,Low
191,Arkansas,Lake Village,2241,20.0,2.0,4.0,4.0,10.0,68.0,16.0,50.0,2.0,1.0,89.0,0.89%,3.03%,3.97%,3,Medium
192,Arkansas,Lamar,1740,0.0,0.0,0.0,0.0,0.0,25.0,4.0,21.0,0.0,0.0,25.0,0.00%,1.44%,1.44%,1,Low
193,Arkansas,Lincoln,2500,9.0,0.0,4.0,0.0,5.0,51.0,12.0,34.0,5.0,0.0,60.0,0.36%,2.04%,2.40%,1,Low
194,Arkansas,Little Flock,2791,10.0,0.0,2.0,1.0,7.0,35.0,8.0,24.0,3.0,0.0,45.0,0.36%,1.25%,1.61%,1,Low
195,Arkansas,Little Rock,198382,3009.0,38.0,209.0,391.0,2371.0,12145.0,1760.0,9316.0,1069.0,45.0,15199.0,1.52%,6.12%,7.66%,2,Fairly High
196,Arkansas,Lonoke,4261,22.0,0.0,4.0,2.0,16.0,127.0,15.0,108.0,4.0,1.0,150.0,0.52%,2.98%,3.52%,3,Medium
197,Arkansas,Lowell,9723,28.0,0.0,3.0,1.0,24.0,117.0,38.0,71.0,8.0,0.0,145.0,0.29%,1.20%,1.49%,1,Low
198,Arkansas,Luxora,1016,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,4.0,0.10%,0.30%,0.39%,5,Fairly Low
199,Arkansas,Madison,685,3.0,0.0,0.0,1.0,2.0,5.0,2.0,3.0,0.0,0.0,8.0,0.44%,0.73%,1.17%,5,Fairly Low
200,Arkansas,Magnolia,11440,14.0,0.0,2.0,1.0,11.0,295.0,95.0,198.0,2.0,2.0,311.0,0.12%,2.58%,2.72%,1,Low
201,Arkansas,Marianna,3398,28.0,2.0,5.0,2.0,19.0,154.0,52.0,89.0,13.0,2.0,184.0,0.82%,4.53%,5.41%,3,Medium
202,Arkansas,Marion,12344,122.0,0.0,12.0,11.0,99.0,379.0,61.0,291.0,27.0,1.0,502.0,0.99%,3.07%,4.07%,3,Medium
203,Arkansas,Marked Tree,2462,17.0,0.0,0.0,0.0,17.0,50.0,13.0,31.0,6.0,0.0,67.0,0.69%,2.03%,2.72%,1,Low
204,Arkansas,Marmaduke,1264,6.0,0.0,0.0,1.0,5.0,47.0,11.0,35.0,1.0,0.0,53.0,0.47%,3.72%,4.19%,3,Medium
205,Arkansas,Marshall,1297,3.0,0.0,1.0,0.0,2.0,12.0,3.0,8.0,1.0,1.0,16.0,0.23%,0.93%,1.23%,5,Fairly Low
206,Arkansas,Maumelle,18223,28.0,2.0,3.0,5.0,18.0,301.0,64.0,218.0,19.0,2.0,331.0,0.15%,1.65%,1.82%,1,Low
207,Arkansas,Mayflower,2489,10.0,0.0,2.0,1.0,7.0,66.0,16.0,46.0,4.0,0.0,76.0,0.40%,2.65%,3.05%,3,Medium
208,Arkansas,McCrory,1513,11.0,0.0,2.0,0.0,9.0,33.0,9.0,19.0,5.0,0.0,44.0,0.73%,2.18%,2.91%,1,Low
209,Arkansas,McGehee,3681,31.0,0.0,8.0,0.0,23.0,95.0,34.0,59.0,2.0,0.0,126.0,0.84%,2.58%,3.42%,3,Medium
210,Arkansas,McRae,661,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,5.0,0.15%,0.61%,0.76%,5,Fairly Low
211,Arkansas,Mena,5508,3.0,0.0,2.0,0.0,1.0,223.0,29.0,186.0,8.0,2.0,228.0,0.05%,4.05%,4.14%,3,Medium
212,Arkansas,Menifee,316,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.00%,0.63%,0.63%,5,Fairly Low
213,Arkansas,Mineral Springs,1148,1.0,0.0,0.0,0.0,1.0,13.0,5.0,6.0,2.0,0.0,14.0,0.09%,1.13%,1.22%,5,Fairly Low
214,Arkansas,Monette,1603,1.0,0.0,1.0,0.0,0.0,22.0,6.0,16.0,0.0,0.0,23.0,0.06%,1.37%,1.43%,1,Low
215,Arkansas,Monticello,9438,38.0,0.0,10.0,5.0,23.0,289.0,45.0,229.0,15.0,6.0,333.0,0.40%,3.06%,3.53%,3,Medium
216,Arkansas,Morrilton,6631,26.0,0.0,11.0,2.0,13.0,240.0,9.0,225.0,6.0,1.0,267.0,0.39%,3.62%,4.03%,3,Medium
217,Arkansas,Mountainburg,608,7.0,0.0,2.0,0.0,5.0,28.0,5.0,21.0,2.0,0.0,35.0,1.15%,4.61%,5.76%,2,Fairly High
218,Arkansas,Mountain Home,12458,32.0,0.0,19.0,1.0,12.0,486.0,48.0,423.0,15.0,0.0,518.0,0.26%,3.90%,4.16%,3,Medium
219,Arkansas,Mountain View,2850,9.0,0.0,1.0,0.0,8.0,99.0,30.0,66.0,3.0,0.0,108.0,0.32%,3.47%,3.79%,3,Medium
220,Arkansas,Mulberry,1644,14.0,0.0,3.0,0.0,11.0,61.0,10.0,50.0,1.0,0.0,75.0,0.85%,3.71%,4.56%,3,Medium
221,Arkansas,Murfreesboro,1533,4.0,0.0,1.0,0.0,3.0,12.0,3.0,9.0,0.0,0.0,16.0,0.26%,0.78%,1.04%,5,Fairly Low
222,Arkansas,Nashville,4403,27.0,0.0,13.0,0.0,14.0,130.0,18.0,108.0,4.0,0.0,157.0,0.61%,2.95%,3.57%,3,Medium
223,Arkansas,Newport,7485,92.0,1.0,12.0,3.0,76.0,369.0,70.0,289.0,10.0,1.0,462.0,1.23%,4.93%,6.17%,2,Fairly High
224,Arkansas,Norfork,533,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.00%,0.19%,0.19%,5,Fairly Low
225,Arkansas,North Little Rock,66604,562.0,12.0,23.0,106.0,421.0,2479.0,380.0,1723.0,376.0,17.0,3058.0,0.84%,3.72%,4.59%,3,Medium
226,Arkansas,Osceola,6653,172.0,4.0,15.0,7.0,146.0,316.0,151.0,144.0,21.0,7.0,495.0,2.59%,4.75%,7.44%,2,Fairly High
227,Arkansas,Ozark,3573,29.0,0.0,6.0,1.0,22.0,86.0,44.0,40.0,2.0,0.0,115.0,0.81%,2.41%,3.22%,3,Medium
228,Arkansas,Paragould,29245,307.0,0.0,29.0,13.0,265.0,1378.0,188.0,1083.0,107.0,4.0,1689.0,1.05%,4.71%,5.78%,2,Fairly High
229,Arkansas,Paris,3392,22.0,0.0,3.0,2.0,17.0,94.0,32.0,59.0,3.0,1.0,117.0,0.65%,2.77%,3.45%,3,Medium
230,Arkansas,Pea Ridge,6230,24.0,0.0,4.0,0.0,20.0,69.0,9.0,52.0,8.0,0.0,93.0,0.39%,1.11%,1.49%,1,Low
231,Arkansas,Perryville,1454,3.0,2.0,0.0,0.0,1.0,29.0,3.0,20.0,6.0,0.0,32.0,0.21%,1.99%,2.20%,1,Low
232,Arkansas,Piggott,3569,17.0,0.0,7.0,0.0,10.0,52.0,13.0,36.0,3.0,0.0,69.0,0.48%,1.46%,1.93%,1,Low
233,Arkansas,Pine Bluff,41505,644.0,23.0,23.0,96.0,502.0,0.0,0.0,1448.0,271.0,39.0,683.0,1.55%,0.00%,1.65%,5,Fairly Low
234,Arkansas,Plumerville,773,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,0.0,0.0,11.0,0.00%,1.42%,1.42%,1,Low
235,Arkansas,Pocahontas,6647,43.0,0.0,21.0,1.0,21.0,216.0,31.0,171.0,14.0,1.0,260.0,0.65%,3.25%,3.91%,3,Medium
236,Arkansas,Pottsville,3332,13.0,0.0,1.0,0.0,12.0,18.0,7.0,11.0,0.0,1.0,32.0,0.39%,0.54%,0.96%,5,Fairly Low
237,Arkansas,Prairie Grove,6595,16.0,1.0,6.0,0.0,9.0,134.0,27.0,103.0,4.0,0.0,150.0,0.24%,2.03%,2.27%,1,Low
238,Arkansas,Prescott,2985,6.0,0.0,3.0,0.0,3.0,0.0,0.0,34.0,4.0,1.0,7.0,0.20%,0.00%,0.23%,5,Fairly Low
239,Arkansas,Quitman,711,2.0,0.0,0.0,0.0,2.0,22.0,1.0,21.0,0.0,0.0,24.0,0.28%,3.09%,3.38%,3,Medium
240,Arkansas,Ravenden,443,2.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,7.0,0.45%,1.13%,1.58%,1,Low
241,Arkansas,Redfield,1564,4.0,0.0,2.0,0.0,2.0,23.0,11.0,11.0,1.0,0.0,27.0,0.26%,1.47%,1.73%,1,Low
242,Arkansas,Rogers,69168,330.0,1.0,87.0,21.0,221.0,1968.0,166.0,1699.0,103.0,6.0,2304.0,0.48%,2.85%,3.33%,3,Medium
243,Arkansas,Rose Bud,483,0.0,0.0,0.0,0.0,0.0,11.0,2.0,8.0,1.0,0.0,11.0,0.00%,2.28%,2.28%,1,Low
244,Arkansas,Russellville,29446,140.0,0.0,13.0,9.0,118.0,897.0,109.0,729.0,59.0,2.0,1039.0,0.48%,3.05%,3.53%,3,Medium
245,Arkansas,Salem,1637,2.0,0.0,1.0,0.0,1.0,15.0,7.0,7.0,1.0,0.0,17.0,0.12%,0.92%,1.04%,5,Fairly Low
246,Arkansas,Searcy,23873,199.0,4.0,15.0,21.0,159.0,1042.0,230.0,756.0,56.0,0.0,1241.0,0.83%,4.36%,5.20%,3,Medium
247,Arkansas,Shannon Hills,4017,17.0,0.0,5.0,1.0,11.0,62.0,27.0,21.0,14.0,1.0,80.0,0.42%,1.54%,1.99%,1,Low
248,Arkansas,Sheridan,4954,14.0,0.0,4.0,1.0,9.0,0.0,20.0,0.0,7.0,0.0,14.0,0.28%,0.00%,0.28%,5,Fairly Low
249,Arkansas,Sherwood,31435,195.0,1.0,17.0,13.0,164.0,928.0,214.0,625.0,89.0,4.0,1127.0,0.62%,2.95%,3.59%,3,Medium
250,Arkansas,Siloam Springs,17235,70.0,0.0,15.0,4.0,51.0,458.0,96.0,307.0,55.0,4.0,532.0,0.41%,2.66%,3.09%,3,Medium
251,Arkansas,Star City,2058,17.0,1.0,2.0,2.0,12.0,48.0,12.0,30.0,6.0,0.0,65.0,0.83%,2.33%,3.16%,1,Low
252,Arkansas,St. Charles,208,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,0.00%,1.44%,1.44%,1,Low
253,Arkansas,Stuttgart,8589,101.0,1.0,10.0,5.0,85.0,302.0,69.0,219.0,14.0,5.0,408.0,1.18%,3.52%,4.75%,3,Medium
254,Arkansas,Sulphur Springs,534,10.0,0.0,1.0,0.0,9.0,7.0,3.0,4.0,0.0,0.0,17.0,1.87%,1.31%,3.18%,1,Low
255,Arkansas,Swifton,727,1.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,0.0,0.0,8.0,0.14%,0.96%,1.10%,5,Fairly Low
256,Arkansas,Texarkana,29971,183.0,4.0,13.0,27.0,139.0,1130.0,215.0,847.0,68.0,3.0,1316.0,0.61%,3.77%,4.39%,3,Medium
257,Arkansas,Trumann,7043,41.0,0.0,15.0,4.0,22.0,321.0,72.0,236.0,13.0,0.0,362.0,0.58%,4.56%,5.14%,3,Medium
258,Arkansas,Tuckerman,1671,9.0,0.0,3.0,0.0,6.0,34.0,13.0,17.0,4.0,0.0,43.0,0.54%,2.03%,2.57%,1,Low
259,Arkansas,Van Buren,23800,117.0,0.0,14.0,7.0,96.0,752.0,149.0,541.0,62.0,0.0,869.0,0.49%,3.16%,3.65%,3,Medium
260,Arkansas,Vilonia,4762,5.0,0.0,0.0,1.0,4.0,55.0,9.0,43.0,3.0,0.0,60.0,0.10%,1.15%,1.26%,5,Fairly Low
261,Arkansas,Waldron,3332,15.0,0.0,4.0,0.0,11.0,112.0,37.0,74.0,1.0,2.0,129.0,0.45%,3.36%,3.87%,3,Medium
262,Arkansas,Walnut Ridge,5019,11.0,0.0,2.0,0.0,9.0,69.0,20.0,41.0,8.0,0.0,80.0,0.22%,1.37%,1.59%,1,Low
263,Arkansas,Ward,5454,64.0,0.0,12.0,1.0,51.0,103.0,31.0,69.0,3.0,1.0,168.0,1.17%,1.89%,3.08%,1,Low
264,Arkansas,Warren,5634,24.0,0.0,4.0,1.0,19.0,146.0,55.0,86.0,5.0,0.0,170.0,0.43%,2.59%,3.02%,1,Low
265,Arkansas,Weiner,679,4.0,0.0,1.0,0.0,3.0,12.0,4.0,7.0,1.0,0.0,16.0,0.59%,1.77%,2.36%,1,Low
266,Arkansas,West Fork,2672,5.0,0.0,1.0,1.0,3.0,34.0,7.0,26.0,1.0,0.0,39.0,0.19%,1.27%,1.46%,1,Low
267,Arkansas,West Memphis,24442,485.0,8.0,33.0,57.0,387.0,1225.0,336.0,756.0,133.0,9.0,1719.0,1.98%,5.01%,7.03%,2,Fairly High
268,Arkansas,White Hall,5014,5.0,0.0,0.0,2.0,3.0,69.0,26.0,34.0,9.0,0.0,74.0,0.10%,1.38%,1.48%,1,Low
269,Arkansas,Wilson,819,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,12.0,0.00%,1.47%,1.47%,1,Low
270,Arkansas,Wynne,7812,79.0,1.0,8.0,4.0,66.0,292.0,80.0,194.0,18.0,4.0,375.0,1.01%,3.74%,4.80%,3,Medium
271,California,Adelanto,34491,276.0,1.0,20.0,42.0,213.0,459.0,136.0,209.0,114.0,14.0,749.0,0.80%,1.33%,2.17%,1,Low
272,California,Agoura Hills,20490,21.0,0.0,6.0,4.0,11.0,306.0,66.0,223.0,17.0,0.0,327.0,0.10%,1.49%,1.60%,1,Low
273,California,Alameda,78907,162.0,0.0,7.0,94.0,61.0,2579.0,218.0,1958.0,403.0,29.0,2770.0,0.21%,3.27%,3.51%,3,Medium
274,California,Albany,20083,40.0,0.0,8.0,21.0,11.0,685.0,105.0,534.0,46.0,1.0,726.0,0.20%,3.41%,3.61%,3,Medium
275,California,Alhambra,84837,161.0,2.0,11.0,89.0,59.0,1749.0,259.0,1303.0,187.0,8.0,1918.0,0.19%,2.06%,2.26%,1,Low
276,California,Aliso Viejo,52247,27.0,1.0,3.0,13.0,10.0,433.0,57.0,351.0,25.0,1.0,461.0,0.05%,0.83%,0.88%,5,Fairly Low
277,California,Alturas,2471,10.0,0.0,2.0,1.0,7.0,30.0,14.0,13.0,3.0,0.0,40.0,0.40%,1.21%,1.62%,1,Low
278,California,American Canyon,20452,53.0,0.0,7.0,7.0,39.0,454.0,59.0,368.0,27.0,3.0,510.0,0.26%,2.22%,2.49%,1,Low
279,California,Anaheim,353915,1120.0,8.0,141.0,396.0,575.0,8258.0,1123.0,5904.0,1231.0,44.0,9422.0,0.32%,2.33%,2.66%,1,Low
280,California,Anderson,10545,61.0,1.0,5.0,12.0,43.0,363.0,63.0,208.0,92.0,1.0,425.0,0.58%,3.44%,4.03%,3,Medium
281,California,Angels Camp,3909,6.0,0.0,2.0,1.0,3.0,74.0,19.0,45.0,10.0,0.0,80.0,0.15%,1.89%,2.05%,1,Low
282,California,Antioch,112641,648.0,12.0,55.0,238.0,343.0,3199.0,511.0,2078.0,610.0,59.0,3906.0,0.58%,2.84%,3.47%,3,Medium
283,California,Apple Valley,74051,339.0,4.0,19.0,68.0,248.0,1105.0,230.0,660.0,215.0,11.0,1455.0,0.46%,1.49%,1.96%,1,Low
284,California,Arcadia,58899,84.0,1.0,10.0,35.0,38.0,1348.0,301.0,973.0,74.0,3.0,1435.0,0.14%,2.29%,2.44%,1,Low
285,California,Arcata,18332,72.0,1.0,12.0,16.0,43.0,605.0,122.0,425.0,58.0,21.0,698.0,0.39%,3.30%,3.81%,3,Medium
286,California,Arroyo Grande,18188,27.0,0.0,2.0,7.0,18.0,275.0,35.0,219.0,21.0,3.0,305.0,0.15%,1.51%,1.68%,1,Low
287,California,Artesia,16779,72.0,1.0,2.0,28.0,41.0,284.0,90.0,161.0,33.0,0.0,356.0,0.43%,1.69%,2.12%,1,Low
288,California,Arvin,21811,196.0,3.0,3.0,16.0,174.0,437.0,115.0,178.0,144.0,16.0,649.0,0.90%,2.00%,2.98%,1,Low
289,California,Atascadero,30579,65.0,0.0,7.0,7.0,51.0,493.0,96.0,360.0,37.0,3.0,561.0,0.21%,1.61%,1.83%,1,Low
290,California,Atherton,7222,12.0,0.0,2.0,4.0,6.0,110.0,32.0,74.0,4.0,0.0,122.0,0.17%,1.52%,1.69%,1,Low
291,California,Atwater,29632,206.0,1.0,10.0,22.0,173.0,1031.0,140.0,708.0,183.0,0.0,1237.0,0.70%,3.48%,4.17%,3,Medium
292,California,Auburn,14201,50.0,0.0,8.0,5.0,37.0,237.0,72.0,146.0,19.0,5.0,292.0,0.35%,1.67%,2.06%,1,Low
293,California,Avalon,3722,10.0,0.0,2.0,0.0,8.0,40.0,7.0,28.0,5.0,0.0,50.0,0.27%,1.07%,1.34%,5,Fairly Low
294,California,Avenal,12991,69.0,0.0,7.0,3.0,59.0,58.0,26.0,28.0,4.0,0.0,127.0,0.53%,0.45%,0.98%,5,Fairly Low
295,California,Azusa,50405,144.0,5.0,17.0,46.0,76.0,959.0,174.0,646.0,139.0,12.0,1115.0,0.29%,1.90%,2.21%,1,Low
296,California,Bakersfield,388080,1766.0,34.0,116.0,701.0,915.0,16074.0,3888.0,9277.0,2909.0,470.0,18310.0,0.46%,4.14%,4.72%,3,Medium
297,California,Baldwin Park,75862,188.0,1.0,24.0,50.0,113.0,1110.0,196.0,606.0,308.0,5.0,1303.0,0.25%,1.46%,1.72%,1,Low
298,California,Banning,31450,136.0,2.0,16.0,27.0,91.0,532.0,179.0,210.0,143.0,0.0,668.0,0.43%,1.69%,2.12%,1,Low
299,California,Barstow,24121,274.0,5.0,10.0,82.0,177.0,986.0,285.0,527.0,174.0,37.0,1297.0,1.14%,4.09%,5.38%,3,Medium
300,California,Bear Valley,5507,11.0,0.0,7.0,0.0,4.0,44.0,6.0,36.0,2.0,0.0,55.0,0.20%,0.80%,1.00%,5,Fairly Low
301,California,Beaumont,50990,92.0,2.0,14.0,38.0,38.0,922.0,178.0,548.0,196.0,11.0,1025.0,0.18%,1.81%,2.01%,1,Low
302,California,Bell,35759,168.0,0.0,11.0,37.0,120.0,441.0,127.0,224.0,90.0,0.0,609.0,0.47%,1.23%,1.70%,1,Low
303,California,Bellflower,77196,327.0,1.0,29.0,107.0,190.0,1506.0,326.0,860.0,320.0,7.0,1840.0,0.42%,1.95%,2.38%,1,Low
304,California,Bell Gardens,42366,147.0,0.0,4.0,69.0,74.0,630.0,78.0,334.0,218.0,4.0,781.0,0.35%,1.49%,1.84%,1,Low
305,California,Belmont,27272,45.0,1.0,8.0,1.0,35.0,392.0,50.0,312.0,30.0,2.0,439.0,0.17%,1.44%,1.61%,1,Low
306,California,Belvedere,2114,1.0,0.0,0.0,0.0,1.0,15.0,2.0,13.0,0.0,0.0,16.0,0.05%,0.71%,0.76%,5,Fairly Low
307,California,Benicia,28471,16.0,0.0,1.0,13.0,2.0,377.0,72.0,250.0,55.0,2.0,395.0,0.06%,1.32%,1.39%,1,Low
308,California,Berkeley,122788,618.0,0.0,74.0,369.0,175.0,6256.0,771.0,4993.0,492.0,17.0,6891.0,0.50%,5.09%,5.61%,2,Fairly High
309,California,Beverly Hills,34211,103.0,1.0,6.0,52.0,44.0,1499.0,257.0,1197.0,45.0,6.0,1608.0,0.30%,4.38%,4.70%,3,Medium
310,California,Big Bear,5311,76.0,0.0,7.0,4.0,65.0,135.0,30.0,92.0,13.0,0.0,211.0,1.43%,2.54%,3.97%,3,Medium
311,California,Biggs,1726,3.0,0.0,1.0,0.0,2.0,17.0,3.0,10.0,4.0,0.0,20.0,0.17%,0.98%,1.16%,5,Fairly Low
312,California,Bishop,3731,34.0,0.0,9.0,6.0,19.0,183.0,29.0,150.0,4.0,0.0,217.0,0.91%,4.90%,5.82%,2,Fairly High
313,California,Blythe,19889,92.0,0.0,7.0,29.0,56.0,644.0,177.0,434.0,33.0,44.0,780.0,0.46%,3.24%,3.92%,3,Medium
314,California,Bradbury,1089,1.0,0.0,0.0,1.0,0.0,10.0,2.0,6.0,2.0,0.0,11.0,0.09%,0.92%,1.01%,5,Fairly Low
315,California,Brawley,26379,121.0,2.0,4.0,8.0,107.0,618.0,95.0,468.0,55.0,15.0,754.0,0.46%,2.34%,2.86%,1,Low
316,California,Brea,44155,72.0,0.0,10.0,29.0,33.0,1450.0,169.0,1209.0,72.0,3.0,1525.0,0.16%,3.28%,3.45%,3,Medium
317,California,Brentwood,65483,166.0,0.0,16.0,67.0,83.0,1335.0,142.0,1095.0,98.0,11.0,1512.0,0.25%,2.04%,2.31%,1,Low
318,California,Brisbane,4746,10.0,0.0,2.0,0.0,8.0,137.0,64.0,52.0,21.0,1.0,148.0,0.21%,2.89%,3.12%,3,Medium
319,California,Broadmoor,4446,11.0,0.0,2.0,7.0,2.0,82.0,15.0,55.0,12.0,0.0,93.0,0.25%,1.84%,2.09%,1,Low
320,California,Buellton,5142,3.0,0.0,0.0,0.0,3.0,54.0,15.0,31.0,8.0,0.0,57.0,0.06%,1.05%,1.11%,5,Fairly Low
321,California,Buena Park,82627,246.0,1.0,15.0,91.0,139.0,2061.0,230.0,1567.0,264.0,1.0,2308.0,0.30%,2.49%,2.79%,1,Low
322,California,Burbank,103738,189.0,1.0,11.0,54.0,123.0,2617.0,299.0,2107.0,211.0,4.0,2810.0,0.18%,2.52%,2.71%,1,Low
323,California,Burlingame,30677,74.0,0.0,9.0,25.0,40.0,1185.0,162.0,937.0,86.0,4.0,1263.0,0.24%,3.86%,4.12%,3,Medium
324,California,Calabasas,24016,35.0,1.0,6.0,15.0,13.0,331.0,81.0,226.0,24.0,1.0,367.0,0.15%,1.38%,1.53%,1,Low
325,California,Calexico,40327,94.0,0.0,3.0,21.0,70.0,894.0,244.0,470.0,180.0,56.0,1044.0,0.23%,2.22%,2.59%,1,Low
326,California,California City,14319,83.0,0.0,13.0,15.0,55.0,281.0,102.0,120.0,59.0,3.0,367.0,0.58%,1.96%,2.56%,1,Low
327,California,Calimesa,9073,22.0,0.0,0.0,7.0,15.0,280.0,51.0,193.0,36.0,0.0,302.0,0.24%,3.09%,3.33%,3,Medium
328,California,Calistoga,5341,6.0,0.0,0.0,0.0,6.0,70.0,7.0,54.0,9.0,0.0,76.0,0.11%,1.31%,1.42%,1,Low
329,California,Camarillo,69628,58.0,0.0,22.0,16.0,20.0,817.0,100.0,676.0,41.0,2.0,877.0,0.08%,1.17%,1.26%,5,Fairly Low
330,California,Campbell,42697,89.0,0.0,22.0,21.0,46.0,1357.0,209.0,990.0,158.0,13.0,1459.0,0.21%,3.18%,3.42%,3,Medium
331,California,Canyon Lake,11353,15.0,0.0,0.0,1.0,14.0,74.0,15.0,47.0,12.0,0.0,89.0,0.13%,0.65%,0.78%,5,Fairly Low
332,California,Capitola,10101,30.0,0.0,3.0,6.0,21.0,528.0,53.0,454.0,21.0,2.0,560.0,0.30%,5.23%,5.54%,2,Fairly High
333,California,Carlsbad,117220,240.0,3.0,40.0,39.0,158.0,2135.0,297.0,1671.0,167.0,11.0,2386.0,0.20%,1.82%,2.04%,1,Low
334,California,Carmel,3877,11.0,0.0,0.0,0.0,11.0,103.0,20.0,81.0,2.0,0.0,114.0,0.28%,2.66%,2.94%,1,Low
335,California,Carpinteria,13514,11.0,1.0,0.0,3.0,7.0,155.0,19.0,116.0,20.0,0.0,166.0,0.08%,1.15%,1.23%,5,Fairly Low
336,California,Carson,91947,444.0,5.0,31.0,122.0,286.0,2004.0,328.0,1277.0,399.0,14.0,2462.0,0.48%,2.18%,2.68%,1,Low
337,California,Cathedral City,55346,144.0,7.0,19.0,48.0,70.0,602.0,182.0,227.0,193.0,4.0,750.0,0.26%,1.09%,1.36%,5,Fairly Low
338,California,Central Marin,34793,32.0,0.0,6.0,10.0,16.0,1094.0,360.0,684.0,50.0,0.0,1126.0,0.09%,3.14%,3.24%,3,Medium
